1.0,1.0,7259.061227615039,7259.065897740425,-0.0046480697182604835,0.00022006237528447896
1.0,2.0,7260.572631547873,7260.5767714678,-0.004107723139116892,0.00023530903698570045
1.0,3.0,7262.083427181226,7262.087645195175,-0.0041875638567496765,0.00023088070906896637
1.0,4.0,7263.5940839937075,7263.598518922551,-0.004406811879762884,0.00022235231479751495
1.0,5.0,7265.104970177375,7265.109392649927,-0.0044003399834373624,0.00021950372336194653
1.0,6.0,7266.615847906644,7266.620266377302,-0.004399355428654772,0.00021908132817572375
1.0,7.0,7268.126712926893,7268.131140104678,-0.0044111846043257685,0.00021906788187746828
1.0,8.0,7269.6373307392605,7269.642013832053,-0.004664601912532262,0.00021517254818513798
1.0,9.0,7271.148096611965,7271.152887559429,-0.004767458285474646,0.0002149202632597381
1.0,10.0,7272.659510540436,7272.6637612868035,-0.004217986538543883,0.00022885562600220876
1.0,11.0,7274.170318098752,7274.174635014179,-0.0042866172505640066,0.0002244032693696356
1.0,12.0,7275.680967514398,7275.685508741554,-0.004514409159348531,0.00021543248376736625
1.0,13.0,7277.191797892819,7277.19638246893,-0.004562975665567848,0.00021213373023608892
1.0,14.0,7278.702672700264,7278.707256196305,-0.004564088869518201,0.0002121484133944302
1.0,15.0,7280.2135937277835,7280.218129923681,-0.004518649906763983,0.00021431567250956683
1.0,16.0,7281.724221647363,7281.729003651056,-0.004761861965420167,0.00021061286904530436
1.0,17.0,7283.234972573943,7283.239877378432,-0.0048796583781935965,0.00020994768629456457
1.0,18.0,7284.7463864725105,7284.750751105807,-0.004331741009647061,0.0002222418543084013
1.0,19.0,7286.257209077387,7286.261624833182,-0.004385938447203586,0.00021778652302734214
1.0,20.0,7287.767851564744,7287.772498560558,-0.004621547510502921,0.00020853579567017402
1.0,21.0,7289.278632889263,7289.283372287933,-0.004718444352413087,0.00020490891785601855
1.0,22.0,7290.789506778692,7290.794246015309,-0.004719523153582372,0.0002053135110358887
1.0,23.0,7292.300479914774,7292.305119742684,-0.004620337949369002,0.00020976497542298406
1.0,24.0,7293.81111616754,7293.81599347006,-0.004855471539109146,0.0002062209819934719
1.0,25.0,7295.321856480583,7295.326867197435,-0.00498396410145574,0.00020507122491496708
1.0,26.0,7296.833261976748,7296.8377409248105,-0.004446023045510117,0.00021553702302753506
1.0,27.0,7298.344100355074,7298.3486146521855,-0.004485237109811635,0.00021113038212948189
1.0,28.0,7299.854741152507,7299.859488379561,-0.004723311138732811,0.00020172147861684028
1.0,29.0,7301.365474052013,7301.370362106936,-0.004867555336339535,0.0001979174623846848
1.0,30.0,7302.876342030928,7302.881235834312,-0.004873817096893163,0.00019868002461193623
1.0,31.0,7304.387372321477,7304.392109561687,-0.004715743625965274,0.00020537455992051227
1.0,32.0,7305.898018306534,7305.902983289063,-0.004941209807917346,0.00020198374321394352
1.0,33.0,7307.408749279241,7307.413857016438,-0.005079428670121899,0.00020030827155198975
1.0,34.0,7308.920142356261,7308.924730743814,-0.004555694792799159,0.00020878867541107213
1.0,35.0,7310.430990500015,7310.435604471189,-0.004585602388935683,0.00020453751316795786
1.0,36.0,7311.941626109758,7311.946478198564,-0.004829746966692028,0.00019512255325581892
1.0,37.0,7313.452321177257,7313.45735192594,-0.005010777331094118,0.00019120416924252046
1.0,38.0,7314.963183279227,7314.968225653315,-0.005021913361993313,0.00019229738767777795
1.0,39.0,7316.474271428735,7316.479099380691,-0.00480435740686147,0.000201144627882739
1.0,40.0,7317.984932775606,7317.989973108066,-0.005014668160796987,0.00019783036327602723
1.0,41.0,7319.49565115515,7319.500846835442,-0.005165704106843805,0.00019563187625990902
1.0,42.0,7321.00701825835,7321.011720562817,-0.004670004748589918,0.00020209166829368482
1.0,43.0,7322.517878140681,7322.5225942901925,-0.004688678429616289,0.0001980144861917447
1.0,44.0,7324.028512270456,7324.033468017567,-0.004934767875994339,0.00018876725296981863
1.0,45.0,7325.539176892677,7325.544341744943,-0.005145328811266836,0.00018482921556220723
1.0,46.0,7327.050036719093,7327.055215472318,-0.005157879092550388,0.00018616186915454026
1.0,47.0,7328.561178449891,7328.566089199694,-0.004884873832807557,0.0001969912893882881
1.0,48.0,7330.071849722598,7330.076962927069,-0.005085659963327771,0.00019372292499712673
1.0,49.0,7331.582558662356,7331.587836654445,-0.005246643159523501,0.00019091143551326243
1.0,50.0,7333.093893922739,7333.098710381821,-0.004784560906941238,0.00019542230181945102
1.0,51.0,7334.604763763838,7334.609584109196,-0.004793738660751501,0.00019159811064730248
1.0,52.0,7336.115404109993,7336.120457836571,-0.005034070437645255,0.0001826467994949569
1.0,53.0,7337.6260441571685,7337.631331563946,-0.005268080847969259,0.00017879219811679252
1.0,54.0,7339.136894218547,7339.142205291322,-0.005289665823880796,0.00018032647898991787
1.0,55.0,7340.648089246344,7340.653079018697,-0.0049618423572326265,0.00019281437590451788
1.0,56.0,7342.158773779724,7342.163952746073,-0.005149576271222145,0.00018955485137647305
1.0,57.0,7343.669473050386,7343.674826473448,-0.005320848240344844,0.000186119489203659
1.0,58.0,7345.180773657724,7345.185700200824,-0.0048952723900583806,0.00018876775766233812
1.0,59.0,7346.691650959604,7346.696573928199,-0.004897065505844012,0.00018526949044528798
1.0,60.0,7348.202293889306,7348.2074476555745,-0.005135116164680653,0.0001768105417448346
1.0,61.0,7349.7129178223,7349.718321382949,-0.005384475054384552,0.00017308040717820618
1.0,62.0,7351.223760540731,7351.229195110325,-0.005412523434500827,0.0001747470768827283
1.0,63.0,7352.735004810393,7352.7400688377,-0.005034118888005423,0.00018855996910747093
